search URL:,https://patents.google.com/?q=%28%22magnetic+anisotropy%22%29+%28%22mram%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9472752-B2,High thermal stability reference structure with out-of-plane anisotropy for magnetic device applications ,"Headway Technologies, Inc.","Yu-Jen Wang, Witold Kula, Ru-Ying Tong, Guenole Jan",2012-02-28,2014-09-23,2016-10-18,2016-10-18,https://patents.google.com/patent/US9472752B2/en,https://patentimages.storage.googleapis.com/09/98/97/6d0a0639dba0d9/US09472752-20161018-D00000.png
US-10193056-B2,Minimal thickness synthetic antiferromagnetic (SAF) structure with perpendicular magnetic anisotropy for STT-MRAM ,"Headway Technologies, Inc.","Robert Beach, Guenole Jan, Yu-Jen Wang, Ru-Ying Tong",2012-09-11,2014-09-18,2019-01-29,2019-01-29,https://patents.google.com/patent/US10193056B2/en,https://patentimages.storage.googleapis.com/e8/f2/37/340339fd63c9a8/US10193056-20190129-D00000.png
US-10665777-B2,Precessional spin current structure with non-magnetic insertion layer for MRAM ,"Spin Memory, Inc.","Bartlomiej Adam KARDASZ, Mustafa Michael Pinarbasi",2017-02-28,2017-02-28,2020-05-26,2020-05-26,https://patents.google.com/patent/US10665777B2/en,https://patentimages.storage.googleapis.com/1a/1f/5f/aa910606c9bb64/US10665777-20200526-D00000.png
US-9437268-B2,Free layer with out-of-plane anisotropy for magnetic device applications ,"Headway Technologies, Inc.","Yu-Jen Wang, Guenole Jan, Ru-Ying Tong",2012-11-27,2015-10-19,2016-09-06,2016-09-06,https://patents.google.com/patent/US9437268B2/en,https://patentimages.storage.googleapis.com/10/c7/f3/a9a57e6c787148/US09437268-20160906-D00000.png
US-9343128-B2,Magnetoresistive device ,"Agency For Science, Technology And Research","Yuanhong Luo, Rachid Sbiaa, Yan Hwee Sunny Lua",2011-05-20,2012-05-17,2016-05-17,2016-05-17,https://patents.google.com/patent/US9343128B2/en,https://patentimages.storage.googleapis.com/bf/25/30/e94143cfdc6a57/US09343128-20160517-D00000.png
US-7573737-B2,High speed low power magnetic devices based on current induced spin-momentum transfer ,New York University,"Andrew Kent, Barbaros Ozyilmaz, Enrique Gonzalez Garcia",2003-08-19,2007-10-31,2009-08-11,2009-08-11,https://patents.google.com/patent/US7573737B2/en,https://patentimages.storage.googleapis.com/17/bc/d1/4d648dc4001083/US07573737-20090811-D00000.png
US-7307876-B2,High speed low power annular magnetic devices based on current induced spin-momentum transfer ,New York University,"Andrew Kent, Daniel Stein",2003-08-19,2006-08-01,2007-12-11,2007-12-11,https://patents.google.com/patent/US7307876B2/en,https://patentimages.storage.googleapis.com/f2/9f/cc/e5ec436acbe1f5/US07307876-20071211-D00000.png
US-10734013-B2,Spin transfer torque (STT) device with multilayer seed layers for magnetic recording and memory ,"Western Digital Technologies, Inc.","Zheng Gao, Masahiko Hashimoto, Susumu Okamura, James Mac Freitag",2017-10-03,2019-02-15,2020-08-04,2020-08-04,https://patents.google.com/patent/US10734013B2/en,https://patentimages.storage.googleapis.com/35/ec/b0/45776e1ff617b7/US10734013-20200804-D00000.png
US-10867625-B1,Spin transfer torque (STT) device with template layer for Heusler alloy magnetic layers ,"Western Digital Technologies, Inc","James Mac Freitag, Zheng Gao, Masahiko Hashimoto, Sangmun Oh, Hua Ai Zeng",2019-03-28,2020-02-27,2020-12-15,2020-12-15,https://patents.google.com/patent/US10867625B1/en,https://patentimages.storage.googleapis.com/cd/1c/a6/021cb8fa46685d/US10867625-20201215-D00000.png
US-8208295-B2,Heat assisted magnetic write element ,"Commissariat A L'energie Atomique Et Aux Energies Alternatives, Centre National De La Recherche Scientifique",Bernard Dieny,2008-05-06,2010-10-15,2012-06-26,2012-06-26,https://patents.google.com/patent/US8208295B2/en,https://patentimages.storage.googleapis.com/a6/94/5c/ad8459f45d0836/US08208295-20120626-D00000.png
US-10615335-B2,Spin transfer torque structure for MRAM devices having a spin current injection capping layer ,"Spin Memory, Inc.","Bartlomiej Adam KARDASZ, Mustafa Michael Pinarbasi",2015-04-21,2018-11-21,2020-04-07,2020-04-07,https://patents.google.com/patent/US10615335B2/en,https://patentimages.storage.googleapis.com/80/98/8a/a54e25bba0e29f/US10615335-20200407-D00000.png
US-8717808-B2,Magnetic devices and structures ,International Business Machines Corporation,"Guohan Hu, Jonathan Z. Sun",2009-09-03,2012-06-06,2014-05-06,2014-05-06,https://patents.google.com/patent/US8717808B2/en,https://patentimages.storage.googleapis.com/49/9d/53/43bd29a6712ef3/US08717808-20140506-D00000.png
US-7508042-B2,Spin transfer MRAM device with magnetic biasing ,"Magic Technologies, Inc.",Yimin Guo,2006-12-22,2006-12-22,2009-03-24,2009-03-24,https://patents.google.com/patent/US7508042B2/en,https://patentimages.storage.googleapis.com/27/f8/6e/da3d74665fa01e/US07508042-20090324-D00000.png
US-8582240-B1,Magnetic recording assisted by spin torque oscillator with a radio frequency current bias ,"Headway Technologies, Inc.","Wenyu Chen, Joe Smyth",2012-08-29,2012-08-29,2013-11-12,2013-11-12,https://patents.google.com/patent/US8582240B1/en,https://patentimages.storage.googleapis.com/51/3b/84/d9993f48bfda87/US08582240-20131112-D00000.png
US-8345380-B2,Spin torque oscillator and magnetic recording head and magnetic recording device mounted with the spin torque oscillator ,"Hitachi, Ltd.","Yo Sato, Keiichi Nagasaka, Masato Shiimoto, Masato Matsubara",2010-09-16,2011-08-12,2013-01-01,2013-01-01,https://patents.google.com/patent/US8345380B2/en,https://patentimages.storage.googleapis.com/51/88/dd/7fb0bd54bf76b9/US08345380-20130101-D00000.png
US-10566015-B2,Spin transfer torque (STT) device with template layer for heusler alloy magnetic layers ,"Western Digital Technologies, Inc.","James Mac Freitag, Zheng Gao, Masahiko Hashimoto, Sangmun Oh, Hua Al Zeng",2016-12-12,2018-05-10,2020-02-18,2020-02-18,https://patents.google.com/patent/US10566015B2/en,https://patentimages.storage.googleapis.com/ba/7b/17/817d7c18342df7/US10566015-20200218-D00000.png
US-10692521-B2,Storage element ,Sony Corporation,"Kazutaka Yamane, Masanori Hosomi, Hiroyuki Ohmori, Kazuhiro Bessho, Yutaka Higo, Tetsuya Asayama, Hiroyuki Uchida",2012-09-28,2019-10-04,2020-06-23,2020-06-23,https://patents.google.com/patent/US10692521B2/en,https://patentimages.storage.googleapis.com/a3/b2/9a/328ffb2b03565f/US10692521-20200623-D00000.png
US-10121961-B2,Magnetic devices including magnetic junctions having tilted easy axes and enhanced damping programmable using spin orbit torque ,"Samsung Electronics Co., Ltd.","Dmytro Apalkov, Xueti Tang, Hong-Sik Jung, Roman Chepulskyy",2017-02-01,2017-04-05,2018-11-06,2018-11-06,https://patents.google.com/patent/US10121961B2/en,https://patentimages.storage.googleapis.com/7c/37/6b/6e61032d1b73f6/US10121961-20181106-D00000.png
US-8331141-B2,Multibit cell of magnetic random access memory with perpendicular magnetization ,Alexander Mikhailovich Shukh,Alexander Mikhailovich Shukh,2009-08-05,2010-07-27,2012-12-11,2012-12-11,https://patents.google.com/patent/US8331141B2/en,https://patentimages.storage.googleapis.com/85/21/36/7fdc8ea6c2fd83/US08331141-20121211-D00000.png
US-8981503-B2,STT-MRAM reference layer having substantially reduced stray field and consisting of a single magnetic domain ,"Headway Technologies, Inc.","Robert Beach, Guenole Jan, Yu-Jen Wang, Witold Kula, Po-Kang Wang",2012-03-16,2012-03-16,2015-03-17,2015-03-17,https://patents.google.com/patent/US8981503B2/en,https://patentimages.storage.googleapis.com/25/ee/4c/b7002b18573d5c/US08981503-20150317-D00000.png
US-9601174-B2,"Magnetoelectric device, method for forming a magnetoelectric device, and writing method for a magnetoelectric device ","Agency For Science, Technology And Research","Michael Tran, Cheow Hin Sim, Guchang Han",2014-03-05,2015-02-26,2017-03-21,2017-03-21,https://patents.google.com/patent/US9601174B2/en,https://patentimages.storage.googleapis.com/e7/0a/db/35fc8c4e07f519/US09601174-20170321-D00000.png
US-10580967-B2,Magnetic tunnel junction device and magnetic random access memory ,Xi'an Jiaotong University,"Tai Min, Xue ZHOU, Lin Zhang, Lei Wang",2018-07-06,2018-09-11,2020-03-03,2020-03-03,https://patents.google.com/patent/US10580967B2/en,https://patentimages.storage.googleapis.com/58/96/91/5bd973ecca6d9d/US10580967-20200303-D00000.png
US-10580827-B1,Adjustable stabilizer/polarizer method for MRAM with enhanced stability and efficient switching ,"Spin Memory, Inc.","Steven Watts, Georg Martin Wolf, Kadriye Deniz Bozdag, Bartlomiej KARDASZ, Mustafa Pinarbasi",2018-11-16,2018-11-16,2020-03-03,2020-03-03,https://patents.google.com/patent/US10580827B1/en,https://patentimages.storage.googleapis.com/7a/66/39/f0c4e2a1e5de48/US10580827-20200303-D00000.png
US-9449668-B2,Current induced spin-momentum transfer stack with dual insulating layers ,New York University,"Andrew Kent, Daniel Bedau, Huanlong Liu",2003-08-19,2015-07-07,2016-09-20,2016-09-20,https://patents.google.com/patent/US9449668B2/en,https://patentimages.storage.googleapis.com/88/68/34/2d404db72baa84/US09449668-20160920-D00000.png
US-9343658-B2,Magnetic memory bits with perpendicular magnetization switched by current-induced spin-orbit torques ,The Regents Of The University Of California,"Kang L. Wang, Pedram Khalili Amiri, Guoqiang Yu, Pramey Upadhyaya",2013-10-30,2014-10-30,2016-05-17,2016-05-17,https://patents.google.com/patent/US9343658B2/en,https://patentimages.storage.googleapis.com/1f/fd/79/906cbf35e145fe/US09343658-20160517-D00000.png
US-9812184-B2,Current induced spin-momentum transfer stack with dual insulating layers ,New York University,"Andrew Kent, Daniel Bedau, Huanlong Liu",2007-10-31,2016-08-31,2017-11-07,2017-11-07,https://patents.google.com/patent/US9812184B2/en,https://patentimages.storage.googleapis.com/62/b1/3e/7fcdc4c098397a/US09812184-20171107-D00000.png
US-9934797-B2,"Multilayer element including base multilayer body, magnetic sensor and microwave assisted magnetic head ",Tdk Corporation,"Hirokazu Takahashi, Tetsuya Roppongi, Yoshikazu Soeno",2016-04-26,2016-04-26,2018-04-03,2018-04-03,https://patents.google.com/patent/US9934797B2/en,https://patentimages.storage.googleapis.com/7c/3e/d6/b9aa1d305c6e1d/US09934797-20180403-D00000.png
US-8760915-B2,High speed low power magnetic devices based on current induced spin-momentum transfer ,New York University,"Andrew Kent, Daniel L. Stein, Jean-Marc Beaujour",2003-08-19,2012-12-19,2014-06-24,2014-06-24,https://patents.google.com/patent/US8760915B2/en,https://patentimages.storage.googleapis.com/27/cf/84/c9df7eeb128567/US08760915-20140624-D00000.png
US-7799581-B2,Methods of forming magnetic memory devices ,"Samsung Electronics Co., Ltd.","Thomas C. Anthony, Darrel R. Bloomquist, Manoj K. Bhattacharyya",2002-10-30,2008-08-07,2010-09-21,2010-09-21,https://patents.google.com/patent/US7799581B2/en,https://patentimages.storage.googleapis.com/21/ee/9d/0119b2fcfdd3d0/US07799581-20100921-D00000.png
US-8064244-B2,Thin seeded Co/Ni multilayer film with perpendicular anisotropy for spintronic device applications ,"Tdk Corporation, Kabushiki Kaisha Toshiba","Kunliang Zhang, Min Li, Yuchen Zhou, Soichi Oikawa, Kenichiro Yamada, Katsuhiko Koui",2008-03-27,2009-06-19,2011-11-22,2011-11-22,https://patents.google.com/patent/US8064244B2/en,https://patentimages.storage.googleapis.com/0d/35/a4/3ce173d7717d73/US08064244-20111122-D00000.png
US-10217501-B2,Memory element and memory apparatus ,Sony Corporation,"Kazutaka Yamane, Masanori Hosomi, Hiroyuki Ohmori, Kazuhiro Bessho, Yutaka Higo, Tetsuya Asayama, Hiroyuki Uchida",2011-12-01,2018-03-30,2019-02-26,2019-02-26,https://patents.google.com/patent/US10217501B2/en,https://patentimages.storage.googleapis.com/98/90/55/0f4d82937bef15/US10217501-20190226-D00000.png
US-7859034-B2,Magnetic devices having oxide antiferromagnetic layer next to free ferromagnetic layer ,Grandis Inc.,"Yiming Huai, Zhitao Diao, Eugene Youjun Chen",2005-09-20,2009-04-16,2010-12-28,2010-12-28,https://patents.google.com/patent/US7859034B2/en,https://patentimages.storage.googleapis.com/c0/9f/f2/e57eeeddb2bf6d/US07859034-20101228-D00000.png
US-9099641-B2,Systems and methods for implementing magnetoelectric junctions having improved read-write characteristics ,The Regents Of The University Of California,"Pedram Khalili Amiri, Kang L. Wang",2012-11-06,2013-11-06,2015-08-04,2015-08-04,https://patents.google.com/patent/US9099641B2/en,https://patentimages.storage.googleapis.com/ea/2f/ed/d712510b8ef8c0/US09099641-20150804-D00000.png
US-7994597-B2,MRAM with coupling valve switching ,"Magic Technologies, Inc.",Tai Min,2009-03-13,2009-03-13,2011-08-09,2011-08-09,https://patents.google.com/patent/US7994597B2/en,https://patentimages.storage.googleapis.com/21/5c/e9/3241446df58caf/US07994597-20110809-D00000.png
US-8223533-B2,Magnetoresistive effect device and magnetic memory ,Kabushiki Kaisha Toshiba,"Jyunichi OZEKI, Naoharu Shimomura, Sumio Ikegawa, Tadashi Kai, Masahiko Nakayama, Hisanori Aikawa, Tatsuya Kishi, Hiroaki Yoda, Eiji Kitagawa, Masatoshi Yoshikawa",2008-09-26,2009-09-10,2012-07-17,2012-07-17,https://patents.google.com/patent/US8223533B2/en,https://patentimages.storage.googleapis.com/97/d3/68/13bb12fef12e65/US08223533-20120717-D00000.png
US-9653136-B2,"Memory device, comprising at least one element and associated method spintronics ","Thales, Centre National De La Recherche Scientifique (C.N.R.S.), Université Paris-Sud","Vincent Cros, Albert Fert, Joao Sampaio, Pierre Seneor",2013-08-01,2014-08-01,2017-05-16,2017-05-16,https://patents.google.com/patent/US9653136B2/en,https://patentimages.storage.googleapis.com/2a/4c/63/862d194d32e9ec/US09653136-20170516-D00000.png
US-7335961-B2,Magnetic random access memory array with coupled soft adjacent magnetic layer ,"Headway Technologies, Inc., Applied Spintronics, Inc.","Yimin Guo, Tai Min, Pokang Wang, Xi Zeng Shi",2004-06-21,2005-08-25,2008-02-26,2008-02-26,https://patents.google.com/patent/US7335961B2/en,https://patentimages.storage.googleapis.com/af/a5/63/cd57d5caf40fbb/US07335961-20080226-D00000.png
US-8697484-B2,Method and system for setting a pinned layer in a magnetic tunneling junction ,"Samsung Electronics Co., Ltd.","Dmytro Apalkov, Alexey Vasilyevitch Khvalkovskiy, Vladimir Nikitin, Mohamad Towfik Krounbi, Xueti Tang, Se Chung Oh, Woo Chang Lim, Jang Eun Lee, Ki Woong Kim, Kyoung Sun Kim",2011-12-20,2011-12-20,2014-04-15,2014-04-15,https://patents.google.com/patent/US8697484B2/en,https://patentimages.storage.googleapis.com/28/56/77/9a7a245bd9028a/US08697484-20140415-D00000.png
US-7532503-B2,"Magnetic recording element, magnetic recording apparatus and recording method of information ",Kabushiki Kaisha Toshiba,"Hirofumi Morise, Shiho Nakamura, Shigeru Haneda, Takahiro Hirai",2004-12-20,2005-12-19,2009-05-12,2009-05-12,https://patents.google.com/patent/US7532503B2/en,https://patentimages.storage.googleapis.com/e1/21/70/dcd96410837ff4/US07532503-20090512-D00000.png
US-8946834-B2,High thermal stability free layer with high out-of-plane anisotropy for magnetic device applications ,"Headway Technologies, Inc.","Yu-Jen Wang, Witold Kula, Guenole Jan",2012-03-01,2012-03-01,2015-02-03,2015-02-03,https://patents.google.com/patent/US8946834B2/en,https://patentimages.storage.googleapis.com/8f/9b/56/67dd908a6da43f/US08946834-20150203-D00000.png
US-9634237-B2,Ultrathin perpendicular pinned layer structure for magnetic tunneling junction devices ,Qualcomm Incorporated,"Kangho Lee, Jimmy Kan, Xiaochun Zhu, Matthias Georg Gottwald, Chando Park, Seung Hyuk Kang",2014-12-23,2014-12-23,2017-04-25,2017-04-25,https://patents.google.com/patent/US9634237B2/en,https://patentimages.storage.googleapis.com/b4/c2/e8/f4ba70bdd16f2d/US09634237-20170425-D00000.png
US-8988822-B2,CoFe/Ni Multilayer film with perpendicular anisotropy for microwave assisted magnetic recording ,"Headway Technologies, Inc.","Kunliang Zhang, Min Li, Yuchen Zhou",2010-05-11,2012-10-05,2015-03-24,2015-03-24,https://patents.google.com/patent/US8988822B2/en,https://patentimages.storage.googleapis.com/9d/2a/7b/dfec2cadca81cd/US08988822-20150324-D00000.png
US-8604572-B2,Magnetic tunnel junction device ,Regents Of The University Of Minnesota,"Jian-Ping Wang, Md. Tofizur Rahman",2010-06-14,2011-06-14,2013-12-10,2013-12-10,https://patents.google.com/patent/US8604572B2/en,https://patentimages.storage.googleapis.com/39/a7/fc/ca8df2d020f79d/US08604572-20131210-D00000.png
US-10460786-B2,Systems and methods for reducing write error rate in magnetoelectric random access memory through pulse sharpening and reverse pulse schemes ,"Inston, Inc.","Albert Lee, Hochul Lee",2017-06-27,2018-06-27,2019-10-29,2019-10-29,https://patents.google.com/patent/US10460786B2/en,https://patentimages.storage.googleapis.com/1d/c4/4c/3948a23a60b0e9/US10460786-20191029-D00000.png
US-9076954-B2,Method and system for providing magnetic memories switchable using spin accumulation and selectable using magnetoelectric devices ,"Samsung Electronics Co., Ltd.","Alexey Vasilyevitch Khvalkovskiy, Dmytro Apalkov, Vladimir Nikitin, Mohamad Towfik Krounbi",2013-08-08,2013-12-05,2015-07-07,2015-07-07,https://patents.google.com/patent/US9076954B2/en,https://patentimages.storage.googleapis.com/05/68/81/bb30b8a59d0e36/US09076954-20150707-D00000.png
US-8072800-B2,Magnetic element having perpendicular anisotropy with enhanced efficiency ,Grandis Inc.,"Eugene Youjun Chen, Shengyuan Wang",2009-09-15,2009-09-15,2011-12-06,2011-12-06,https://patents.google.com/patent/US8072800B2/en,https://patentimages.storage.googleapis.com/d9/af/9b/5dccabbffa7661/US08072800-20111206-D00000.png
US-7227773-B1,Magnetic element utilizing spin-transfer and half-metals and an MRAM device using the magnetic element ,"Grandis, Inc.","Paul P. Nguyen, Yiming Huai",2002-10-09,2005-10-21,2007-06-05,2007-06-05,https://patents.google.com/patent/US7227773B1/en,https://patentimages.storage.googleapis.com/c5/94/3e/d56e396a3eb759/US07227773-20070605-D00000.png
US-8374048-B2,Method and system for providing magnetic tunneling junction elements having a biaxial anisotropy ,"Grandis, Inc.",Dmytro Apalkov,2010-08-11,2010-08-11,2013-02-12,2013-02-12,https://patents.google.com/patent/US8374048B2/en,https://patentimages.storage.googleapis.com/6b/90/21/a37729c7b5366c/US08374048-20130212-D00000.png
US-7480173-B2,Spin transfer MRAM device with novel magnetic free layer ,"Magic Technologies, Inc.","Yimin Guo, Cheng T. Horng, Ru-Ying Tong",2007-03-13,2007-03-13,2009-01-20,2009-01-20,https://patents.google.com/patent/US7480173B2/en,https://patentimages.storage.googleapis.com/ad/1d/d1/f1e30456a44b7e/US07480173-20090120-D00000.png
US-7567453-B2,Advanced multi-bit magnetic random access memory device ,"Samsung Electronics Co., Ltd.",Chee-kheng Lim,2004-10-27,2008-01-09,2009-07-28,2009-07-28,https://patents.google.com/patent/US7567453B2/en,https://patentimages.storage.googleapis.com/01/37/d0/2ea6368a160f6f/US07567453-20090728-D00000.png
US-9337412-B2,Magnetic tunnel junction structure for MRAM device ,"Spin Transfer Technologies, Inc.","Mustafa Pinarbasi, Bartek Kardasz",2014-09-22,2014-09-22,2016-05-10,2016-05-10,https://patents.google.com/patent/US9337412B2/en,https://patentimages.storage.googleapis.com/c9/32/d9/92e7b29d3d2266/US09337412-20160510-D00000.png
US-8102701-B2,Magnetic memory with a thermally assisted writing procedure ,Crocus Technology Sa,"Ioan Lucian Prejbeanu, Jean-Pierre Nozieres",2007-12-13,2010-06-11,2012-01-24,2012-01-24,https://patents.google.com/patent/US8102701B2/en,https://patentimages.storage.googleapis.com/ee/8b/27/211d438ed470f0/US08102701-20120124-D00000.png
US-11257514-B2,Magnetic recording devices having negative polarization layer to enhance spin-transfer torque ,"Western Digital Technologies, Inc.","James Mac Freitag, Susumu Okamura, Alexander GONCHAROV, Zheng Gao",2020-06-25,2020-06-25,2022-02-22,2022-02-22,https://patents.google.com/patent/US11257514B2/en,https://patentimages.storage.googleapis.com/35/69/e3/70e459c6998e3a/US11257514-20220222-D00000.png
US-9171601-B2,Scalable magnetic memory cell with reduced write current ,Alexander Mikhailovich Shukh,Alexander Mikhailovich Shukh,2009-07-08,2013-02-08,2015-10-27,2015-10-27,https://patents.google.com/patent/US9171601B2/en,https://patentimages.storage.googleapis.com/f2/1f/5d/880858aeb68774/US09171601-20151027-D00000.png
US-10170693-B2,Magnetoresistive device and method of forming the same ,"Agency For Science, Technology And Research","Michael Tran, Anibal Gonzalez, Sze Ter Lim",2015-01-27,2016-01-20,2019-01-01,2019-01-01,https://patents.google.com/patent/US10170693B2/en,https://patentimages.storage.googleapis.com/3b/b0/61/044d8b0356078f/US10170693-20190101-D00000.png
US-7973349-B2,Magnetic device having multilayered free ferromagnetic layer ,Grandis Inc.,"Yiming Huai, Zhitao Diao, Eugene Youjun Chen",2005-09-20,2006-08-01,2011-07-05,2011-07-05,https://patents.google.com/patent/US7973349B2/en,https://patentimages.storage.googleapis.com/36/6d/a5/5188d738909743/US07973349-20110705-D00000.png
US-9203017-B2,Method and system for providing magnetic junctions including a package structure usable in spin transfer torque memories ,"Samsung Electronics Co., Ltd.","Dmytro Apalkov, Vladimir Nikitin, Alexey Vasilyevitch Khvalkovskiy",2013-08-02,2014-07-07,2015-12-01,2015-12-01,https://patents.google.com/patent/US9203017B2/en,https://patentimages.storage.googleapis.com/2a/47/cd/86f07cf8b55441/US09203017-20151201-D00000.png
US-8698261-B2,Co/Ni multilayers with improved out-of-plane anisotropy for magnetic device applications ,"Headway Technologies, Inc.","Guenole Jan, Ru-Ying Tong, Yu-Jen Wang",2011-05-10,2013-07-31,2014-04-15,2014-04-15,https://patents.google.com/patent/US8698261B2/en,https://patentimages.storage.googleapis.com/48/2f/ce/87afd6af25347d/US08698261-20140415-D00000.png
US-8268641-B2,Spin transfer MRAM device with novel magnetic synthetic free layer ,"Magic Technologies, Inc.","Yimin Guo, Cheng Horng, Ru-Ying Tong",2007-03-26,2011-11-07,2012-09-18,2012-09-18,https://patents.google.com/patent/US8268641B2/en,https://patentimages.storage.googleapis.com/10/4b/e6/0ef3812cdb940c/US08268641-20120918-D00000.png
US-8962348-B2,Co/Ni multilayers with improved out-of-plane anisotropy for magnetic device applications ,"Headway Technologies, Inc.","Guenole Jan, Witold Kula, Ru Ying Tong, Yu Jen Wang",2011-05-10,2013-09-20,2015-02-24,2015-02-24,https://patents.google.com/patent/US8962348B2/en,https://patentimages.storage.googleapis.com/a5/f4/e0/734d3d36f076e9/US08962348-20150224-D00000.png
US-7813202-B2,"Thin-film magnetic device with strong spin polarization perpendicular to the plane of the layers, magnetic tunnel junction and spin valve using such a device ","Commissariat A L'energie Atomique, Centre National De La Recherche Scientifique","Bernard Rodmacq, Bernard Dieny",2006-08-03,2007-08-03,2010-10-12,2010-10-12,https://patents.google.com/patent/US7813202B2/en,https://patentimages.storage.googleapis.com/d2/ce/22/1c63c6616244ba/US07813202-20101012-D00000.png
US-8319297-B2,Magnetic tunnel junction structure with perpendicular magnetization layers ,Korea Institute Of Science And Technology,"Byoung Chul Min, Gyung Min CHOI, Kyung Ho Shin",2009-10-19,2010-10-05,2012-11-27,2012-11-27,https://patents.google.com/patent/US8319297B2/en,https://patentimages.storage.googleapis.com/f5/91/b9/cdf4ed6b173a7f/US08319297-20121127-D00000.png
US-9425738-B2,Spin current generation with nano-oscillator ,Regents Of The University Of Minnesota,"Jian-Ping Wang, Mahdi Jamali",2014-11-13,2014-11-13,2016-08-23,2016-08-23,https://patents.google.com/patent/US9425738B2/en,https://patentimages.storage.googleapis.com/12/18/b4/83f1234f937745/US09425738-20160823-D00000.png
