search URL:,https://patents.google.com/?q=%28%22memristor%22%29&q=%28%22MRAM%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH&oq=%28%22Semiconductor+inspection+equipment+for+mass+production%22%29+country:US+status:GRANT+language:ENGLISH+type:PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9070424-B2,Sense amplifier circuitry for resistive type memory ,"Samsung Electronics Co., Ltd.","YongSik Youn, Sooho Cha, Chan-kyung Kim",2012-06-29,2012-06-29,2015-06-30,2015-06-30,https://patents.google.com/patent/US9070424B2/en,https://patentimages.storage.googleapis.com/9c/e2/b9/7b0355ac991161/US09070424-20150630-D00000.png
US-10542333-B2,Technologies for a low-latency interface to data storage ,Intel Corporation,Steven C. Miller,2016-07-22,2016-12-30,2020-01-21,2020-01-21,https://patents.google.com/patent/US10542333B2/en,https://patentimages.storage.googleapis.com/7b/c7/a1/bfe1b8bd3a929e/US10542333-20200121-D00000.png
US-11769557-B2,Techniques for preventing read disturb in NAND memory ,Intel Corporation,"Arun Sitaram ATHREYA, Shankar Natarajan, Sriram Natarajan, Yihua Zhang, Suresh Nagarajan",2019-12-16,2019-12-16,2023-09-26,2023-09-26,https://patents.google.com/patent/US11769557B2/en,https://patentimages.storage.googleapis.com/03/87/f5/2b7b0e1c31ce38/US11769557-20230926-D00000.png
US-9432298-B1,"System, method, and computer program product for improving memory systems ","P4tents1, LLC",Michael S Smith,2011-12-09,2012-12-10,2016-08-30,2016-08-30,https://patents.google.com/patent/US9432298B1/en,https://patentimages.storage.googleapis.com/62/4b/71/263d3ebd6c7cc8/US09432298-20160830-D00000.png
US-10528267-B2,Command queue for storage operations ,Sandisk Technologies Llc,"Nidhi Batra, Ravindra Arjun Madpur, Amandeep Kaur",2016-11-11,2017-06-29,2020-01-07,2020-01-07,https://patents.google.com/patent/US10528267B2/en,https://patentimages.storage.googleapis.com/d1/50/46/e78ea32c4c44a2/US10528267-20200107-D00000.png
US-8750018-B2,Sense amplifier circuitry for resistive type memory ,"Samsung Electronics Co., Ltd.","YongSik Youn, Adrian Ong, Sooho Cha, Chan-kyung Kim",2012-06-04,2012-06-04,2014-06-10,2014-06-10,https://patents.google.com/patent/US8750018B2/en,https://patentimages.storage.googleapis.com/15/9f/07/eba20bb7015b71/US08750018-20140610-D00000.png
US-10528255-B2,Interface for non-volatile memory ,Sandisk Technologies Llc,"Jiwang LEE, Anil Pai, Tianyu Tang, Ravindra Arjun Madpur, Amandeep Kaur, Ragul Kumar Krishnan, Venkata Kolagatla",2016-11-11,2016-11-30,2020-01-07,2020-01-07,https://patents.google.com/patent/US10528255B2/en,https://patentimages.storage.googleapis.com/34/66/ee/b4f182f05d435f/US10528255-20200107-D00000.png
US-11587616-B2,Apparatus and method with in-memory processing ,"Samsung Electronics Co., Ltd.","Hyungwoo Lee, SangJoon Kim, Yongmin JU",2020-05-22,2021-01-05,2023-02-21,2023-02-21,https://patents.google.com/patent/US11587616B2/en,https://patentimages.storage.googleapis.com/2f/b4/b0/197fb1352a946a/US11587616-20230221-D00000.png
US-10353463-B2,Smart contact lens with eye driven control system and method ,RaayonNova LLC,Aleksandr Shtukater,2016-03-16,2017-02-26,2019-07-16,2019-07-16,https://patents.google.com/patent/US10353463B2/en,https://patentimages.storage.googleapis.com/24/78/0c/4e65366719f718/US10353463-20190716-D00000.png
US-10880401-B2,Optimization of data access and communication in memory systems ,"Micron Technology, Inc.","Parag R. Maharana, Anirban Ray, Gurpreet Anand",2018-02-12,2018-11-07,2020-12-29,2020-12-29,https://patents.google.com/patent/US10880401B2/en,https://patentimages.storage.googleapis.com/79/a2/a2/2dc5f7a3e098dd/US10880401-20201229-D00000.png
US-11630783-B2,Management of accesses to target storage resources ,Intel Corporation,"Jay E. Sternberg, Phil C. Cayton, James P. Freyensee, Dave B. Minturn",2016-09-28,2021-04-01,2023-04-18,2023-04-18,https://patents.google.com/patent/US11630783B2/en,https://patentimages.storage.googleapis.com/4f/8d/8a/411878b05be4cd/US11630783-20230418-D00000.png
US-10157142-B2,Offload data transfer engine for a block data transfer interface ,Intel Corporation,"Ashok Raj, Sivakumar Radhakrishnan, Dan J. Williams, Vishal Verma, Narayan Ranganathan, Chet R. Douglas",2016-09-29,2016-09-29,2018-12-18,2018-12-18,https://patents.google.com/patent/US10157142B2/en,https://patentimages.storage.googleapis.com/d0/05/b0/3aff397002dd61/US10157142-20181218-D00000.png
US-10877696-B2,Independent NAND memory operations by plane ,Intel Corporation,"Yogesh B. Wakchaure, Aliasgar S. Madraswala, David J. Pelster, Donia Sebastian, Curtis GITTENS, Xin Guo, Neelesh VEMULA, Varsha REGULAPATI, Naga Kiranmayee UPADHYAYULA",2019-03-28,2019-03-28,2020-12-29,2020-12-29,https://patents.google.com/patent/US10877696B2/en,https://patentimages.storage.googleapis.com/6b/5e/e1/58e83d597e0664/US10877696-20201229-D00000.png
US-10592162-B2,Distributed storage location hinting for non-volatile memories ,Intel Corporation,"Scott D. Peterson, Sujoy Sen, Anjaneya R. Chagam Reddy, Murugasamy K. Nachimuthu, Mohan J. Kumar",2018-08-22,2018-08-22,2020-03-17,2020-03-17,https://patents.google.com/patent/US10592162B2/en,https://patentimages.storage.googleapis.com/d1/55/e0/a8b90938855726/US10592162-20200317-D00000.png
US-9473137-B2,Non-volatile boolean logic operation circuit and operation method thereof ,Huazhong University Of Science And Technology,"Xiangshui Miao, Yaxiong Zhou, Yi Li, Huajun Sun",2014-06-20,2015-09-28,2016-10-18,2016-10-18,https://patents.google.com/patent/US9473137B2/en,https://patentimages.storage.googleapis.com/19/19/13/c43210149c4ecf/US09473137-20161018-D00000.png
US-11474879-B2,Extending Berkeley Packet Filter semantics for hardware offloads ,Intel Corporation,"Eliezer Tamir, Johannes Berg, Andrew Cunningham, Peter WASKIEWICZ, JR., Andrey Chilikin",2018-08-08,2020-09-25,2022-10-18,2022-10-18,https://patents.google.com/patent/US11474879B2/en,https://patentimages.storage.googleapis.com/a6/fe/dd/4725b14f485ec2/US11474879-20221018-D00000.png
US-10620840-B2,"Computer product, method, and system to dynamically manage storage devices accessed remotely over a network ",Intel Corporation,"James P. Freyensee, Dave B. Minturn, Phil C. Cayton, Jay E. Sternberg, Anthony J. KNAPP",2016-05-27,2016-05-27,2020-04-14,2020-04-14,https://patents.google.com/patent/US10620840B2/en,https://patentimages.storage.googleapis.com/0b/07/12/b5eb1851fa3bdd/US10620840-20200414-D00000.png
US-9852021-B2,Method and apparatus for encoding registers in a memory module ,Intel Corporation,"Bill Nale, John V. Lovelace, Murugasamy M. NACHIMUTHU, Tuan M. Quach",2013-03-15,2015-12-11,2017-12-26,2017-12-26,https://patents.google.com/patent/US9852021B2/en,https://patentimages.storage.googleapis.com/1f/dd/77/e2e681ef6b1f22/US09852021-20171226-D00000.png
US-11556437-B2,Live migration of virtual devices in a scalable input/output (I/O) virtualization (S-IOV) architecture ,Intel Corporation,"Mitu Aggarwal, Nrupal Jani, Manasi Deval, Kiran Patil, Parthasarathy Sarangam, Rajesh M. Sankaran, Sanjay K. KUMAR, Utkarsh Y. Kakaiya, Philip Lantz, Kun Tian",2018-08-22,2018-12-06,2023-01-17,2023-01-17,https://patents.google.com/patent/US11556437B2/en,https://patentimages.storage.googleapis.com/50/4e/8d/c02ab694395756/US11556437-20230117-D00000.png
US-10496544-B2,Aggregated write back in a direct mapped two level memory ,Intel Corporation,"Zhe Wang, Christopher B. Wilkerson, Zeshan A. Chishti",2016-12-29,2016-12-29,2019-12-03,2019-12-03,https://patents.google.com/patent/US10496544B2/en,https://patentimages.storage.googleapis.com/4a/b3/3e/4c5eb9404899ff/US10496544-20191203-D00000.png
US-11467885-B2,Technologies for managing a latency-efficient pipeline through a network interface controller ,Intel Corporation,"Ronen Hyatt, Mark Debbage",2017-08-30,2017-12-30,2022-10-11,2022-10-11,https://patents.google.com/patent/US11467885B2/en,https://patentimages.storage.googleapis.com/0d/a5/80/1c63b8377ceade/US11467885-20221011-D00000.png
US-11573900-B2,Proactive data prefetch with applied quality of service ,Intel Corporation,"Francesc Guim Bernat, Slawomir PUTYRSKI, Susanne M. Balle",2019-09-11,2019-09-11,2023-02-07,2023-02-07,https://patents.google.com/patent/US11573900B2/en,https://patentimages.storage.googleapis.com/5d/80/8c/df21a941b04316/US11573900-20230207-D00000.png
US-10893050-B2,"Computer product, method, and system to dynamically provide discovery services for host nodes of target systems and storage resources in a network ",Intel Corporation,"Phil C. Cayton, James P. Freyensee, Jay E. Sternberg, Dave B. Minturn",2016-08-24,2019-01-09,2021-01-12,2021-01-12,https://patents.google.com/patent/US10893050B2/en,https://patentimages.storage.googleapis.com/b7/69/f5/a68d7ee8633701/US10893050-20210112-D00000.png
US-10658574-B2,"Synthetic antiferromagnetic layer, magnetic tunnel junction and spintronic device using said synthetic antiferromagnetic layer ","Commissariat A L'energie Atomique Et Aux Energies Alternatives, Centre National De La Recherche Scientifique (Cnrs), Universite Grenoble Alpes","Jyotirmoy Chatterjee, Bernard Dieny, Ricardo Sousa, Stéphane AUFFRET",2017-08-10,2018-08-10,2020-05-19,2020-05-19,https://patents.google.com/patent/US10658574B2/en,https://patentimages.storage.googleapis.com/fa/6c/82/28874ce3c2314b/US10658574-20200519-D00000.png
US-10885991-B2,Data rewrite during refresh window ,Sandisk Technologies Llc,"Ward Parkinson, Martin Hassner, Nathan Franklin, Christopher Petti",2017-04-04,2019-03-20,2021-01-05,2021-01-05,https://patents.google.com/patent/US10885991B2/en,https://patentimages.storage.googleapis.com/33/b1/bf/5589e2521d902c/US10885991-20210105-D00000.png
US-10996959-B2,Hybrid processor ,Technion Research And Development Foundation Ltd.,"Amir Morad, Leonid Yavits, Shahar Kvatinsky, Ran Ginosar",2015-01-08,2016-01-07,2021-05-04,2021-05-04,https://patents.google.com/patent/US10996959B2/en,https://patentimages.storage.googleapis.com/d7/62/b7/796c269d55ddfe/US10996959-20210504-D00000.png
US-11061646-B2,Compute in memory circuits with multi-Vdd arrays and/or analog multipliers ,Intel Corporation,"Huseyin Ekin Sumbul, Phil Knag, Gregory K. Chen, Raghavan Kumar, Abhishek Sharma, Sasikanth Manipatruni, Amrita MATHURIYA, Ram Krishnamurthy, Ian A. Young",2018-09-28,2018-09-28,2021-07-13,2021-07-13,https://patents.google.com/patent/US11061646B2/en,https://patentimages.storage.googleapis.com/81/40/85/0d226b69bdd9c7/US11061646-20210713-D00000.png
US-9043674-B2,Error detection and correction apparatus and method ,Intel Corporation,"Wei Wu, Shih-Lien L. Lu, Rajat Agarwal, Henry Stracovsky",2012-12-26,2012-12-26,2015-05-26,2015-05-26,https://patents.google.com/patent/US9043674B2/en,https://patentimages.storage.googleapis.com/a5/24/16/0b749396a44178/US09043674-20150526-D00000.png
US-10566048-B2,Managing refresh operations for a memory device ,"Western Digital Technologies, Inc.","Minghai Qin, Won Ho Choi, Zvonimir Bandic",2017-11-13,2017-11-13,2020-02-18,2020-02-18,https://patents.google.com/patent/US10566048B2/en,https://patentimages.storage.googleapis.com/f0/dc/97/af607c3c90afe8/US10566048-20200218-D00000.png
US-10978234-B2,"Magnetic stack, multilayer, tunnel junction, memory point and sensor comprising such a stack ","Commissariat A L'energie Atomique Et Aux Energies Alternatives, Université Grenoble Alpes, Centre National De La Recherche Scientifique (Cnrs)","Jyotirmoy Chatterjee, Paulo VELOSO COELHO, Bernard Dieny, Ricardo Sousa, Lucian Prejbeanu",2018-02-15,2019-02-15,2021-04-13,2021-04-13,https://patents.google.com/patent/US10978234B2/en,https://patentimages.storage.googleapis.com/c7/fe/61/49819107166956/US10978234-20210413-D00000.png
US-11509606-B2,Offload of storage node scale-out management to a smart network interface controller ,Intel Corporation,"Yadong Li, Scott D. Peterson, Sujoy Sen, David B. Minturn",2018-06-29,2019-12-27,2022-11-22,2022-11-22,https://patents.google.com/patent/US11509606B2/en,https://patentimages.storage.googleapis.com/0c/e8/43/d37c6ea3dc1e40/US11509606-20221122-D00000.png
US-10224279-B2,Semiconductor device and structure ,Monolithic 3D Inc.,"Zvi Or-Bach, Brian Cronquist",2013-03-15,2015-07-31,2019-03-05,2019-03-05,https://patents.google.com/patent/US10224279B2/en,https://patentimages.storage.googleapis.com/a6/d8/44/11e6a1b62bc026/US10224279-20190305-D00000.png
US-11797690-B2,Protected data accesses using remote copy operations ,Intel Corporation,"Ned Smith, Kshitij A. Doshi, Francesc Guim Bernat, Kapil Sood, Tarun Viswanathan",2019-04-11,2020-04-10,2023-10-24,2023-10-24,https://patents.google.com/patent/US11797690B2/en,https://patentimages.storage.googleapis.com/9e/bb/1f/1faf5e439182ce/US11797690-20231024-D00000.png
US-11714763-B2,Configuration interface to offload capabilities to a network interface ,Intel Corporation,"Yadong Li, Jose Niell, Kiel BOYLE",2019-10-16,2020-09-24,2023-08-01,2023-08-01,https://patents.google.com/patent/US11714763B2/en,https://patentimages.storage.googleapis.com/8a/83/3c/6e7717c58f8d65/US11714763-20230801-D00000.png
US-10297315-B2,Resistive memory accelerator ,University Of Rochester,"Eby Friedman, Isaac Richter, Xiaochen Guo, Mohammad Kazemi, Kamil Pas, Ravi PATEL, Engin Ipek, Ji Liu",2015-08-05,2017-07-24,2019-05-21,2019-05-21,https://patents.google.com/patent/US10297315B2/en,https://patentimages.storage.googleapis.com/ba/a4/d9/053b5770b762d2/US10297315-20190521-D00000.png
US-11588624-B2,Technologies for load balancing a network ,Intel Corporation,"Mrittika Ganguli, Yadong Li, Michael Orr, Anjaneya Reddy Chagam Reddy, Mohan J. Kumar",2017-08-30,2020-08-24,2023-02-21,2023-02-21,https://patents.google.com/patent/US11588624B2/en,https://patentimages.storage.googleapis.com/65/d1/ec/886ede8d83a61e/US11588624-20230221-D00000.png
US-10832746-B2,Non-volatile in-memory computing device ,Gsi Technology Inc.,"Avidan Akerib, Eli Ehrman",2009-07-16,2015-01-01,2020-11-10,2020-11-10,https://patents.google.com/patent/US10832746B2/en,https://patentimages.storage.googleapis.com/30/77/f2/ef95790abe6b77/US10832746-20201110-D00000.png
US-9645746-B2,Systems and methods for support of non-volatile memory on a DDR memory channel ,Dell Products L.P.,"Stuart Allen Berke, Shawn J. Dube",2012-12-21,2016-01-18,2017-05-09,2017-05-09,https://patents.google.com/patent/US9645746B2/en,https://patentimages.storage.googleapis.com/59/92/b1/882e4ae4cda33e/US09645746-20170509-D00000.png
US-10848978-B2,Radio (NR) for spectrum sharing ,Qualcomm Incorporated,"Aleksandar Damnjanovic, Tamer Kadous, Yongbin Wei, Xiaoxia Zhang, Srinivas Yerramalli",2018-04-30,2019-04-26,2020-11-24,2020-11-24,https://patents.google.com/patent/US10848978B2/en,https://patentimages.storage.googleapis.com/3f/f1/35/475b59cf75f4f9/US10848978-20201124-D00000.png
US-11467873-B2,Technologies for RDMA queue pair QOS management ,Intel Corporation,"Mrittika Ganguli, Neerav Parikh, Robert Sharp, Sujoy Sen",2019-07-29,2019-07-29,2022-10-11,2022-10-11,https://patents.google.com/patent/US11467873B2/en,https://patentimages.storage.googleapis.com/ed/27/f6/c9f2ffaeb0eb6b/US11467873-20221011-D00000.png
US-10484935-B2,Discovery for spectrum renting ,Qualcomm Incorporated,"Junyi Li, Aleksandar Damnjanovic, Michael Mingxi Fan, Yongbin Wei, Tamer Kadous, Ahmed Sadek",2017-06-12,2018-04-11,2019-11-19,2019-11-19,https://patents.google.com/patent/US10484935B2/en,https://patentimages.storage.googleapis.com/68/5f/d9/0f50cc0435fbec/US10484935-20191119-D00000.png
US-11184417-B2,System and apparatus for providing network assistance for traffic handling in downlink streaming ,Qualcomm Incorporated,"Imed Bouazizi, Thomas Stockhammer",2019-10-08,2020-10-06,2021-11-23,2021-11-23,https://patents.google.com/patent/US11184417B2/en,https://patentimages.storage.googleapis.com/75/97/0b/c298f7d2c1d822/US11184417-20211123-D00000.png
US-10008273-B2,Cell current based bit line voltage ,Sandisk Technologies Llc,"Biswajit Ray, Gerrit Jan Hemink, Mohan Dunga, Bijesh Rajamohanan, Changyuan Chen",2016-06-13,2016-06-13,2018-06-26,2018-06-26,https://patents.google.com/patent/US10008273B2/en,https://patentimages.storage.googleapis.com/5c/7f/bd/4f0b74eb13c9e9/US10008273-20180626-D00000.png
US-9847862-B2,Reciprocal channel sounding reference signal multiplexing ,Qualcomm Incorporated,"Joseph Binamira Soriaga, Jing Jiang, Krishna Kiran Mukkavilli, Pavan Kumar Vitthaladevuni, Naga Bhushan, Tingfang JI, John Edward Smee",2015-03-14,2015-09-25,2017-12-19,2017-12-19,https://patents.google.com/patent/US9847862B2/en,https://patentimages.storage.googleapis.com/7d/44/8b/aa976d988c0af5/US09847862-20171219-D00000.png
US-10575185-B2,Spectrum renting negotiation ,Qualcomm Incorporated,"Junyi Li, Aleksandar Damnjanovic, Michael Mingxi Fan, Yongbin Wei, Tamer Kadous, Ahmed Sadek",2017-04-27,2017-11-01,2020-02-25,2020-02-25,https://patents.google.com/patent/US10575185B2/en,https://patentimages.storage.googleapis.com/29/9f/de/a338679cbcbf54/US10575185-20200225-D00000.png
US-11334788-B2,Neural network including memory elements implemented at nodes ,Arm Limited,"Shidhartha Das, Rune Holm",2016-07-07,2017-06-14,2022-05-17,2022-05-17,https://patents.google.com/patent/US11334788B2/en,https://patentimages.storage.googleapis.com/b6/88/24/35ebc92bb7cfb8/US11334788-20220517-D00000.png
US-11563828-B2,Edge computing platform capability discovery ,Qualcomm Incorporated,"Edward Robert Hall, Alan SOLOWAY, Prashanth Haridas Hande, Imed Bouazizi",2019-10-31,2020-10-29,2023-01-24,2023-01-24,https://patents.google.com/patent/US11563828B2/en,https://patentimages.storage.googleapis.com/b5/ca/9b/100ac63494bab9/US11563828-20230124-D00000.png
US-10545692-B2,Memory maintenance operations during refresh window ,Sandisk Technologies Llc,"Nathan Franklin, Ward Parkinson",2017-04-04,2018-04-04,2020-01-28,2020-01-28,https://patents.google.com/patent/US10545692B2/en,https://patentimages.storage.googleapis.com/ef/02/1b/1e310292db69ae/US10545692-20200128-D00000.png
US-10679698-B2,Memory preset adjustment based on adaptive calibration ,Intel Corporation,"Prashant S. Damle, Wei Fang, Albert Fazio",2018-03-28,2018-03-28,2020-06-09,2020-06-09,https://patents.google.com/patent/US10679698B2/en,https://patentimages.storage.googleapis.com/00/dd/f6/0a978dd5507cb5/US10679698-20200609-D00000.png
US-8412978-B2,"Apparatus, system, and method for managing data storage ","Fusion-Io, Inc.","David Flynn, Jonathan Thatcher, Joshua Aune, Jeremy Fillingim, Bill Inskeep, John Strasser, Kevin Vigor",2008-05-16,2012-05-08,2013-04-02,2013-04-02,https://patents.google.com/patent/US8412978B2/en,https://patentimages.storage.googleapis.com/3f/b5/a2/b6d30ad0006575/US08412978-20130402-D00000.png
US-10834051-B2,Proxy server-based malware detection ,"Amazon Technologies, Inc.","Jon Arron McClintock, Jesper Mikael Johansson, Andrew Jay Roths",2013-04-08,2016-12-22,2020-11-10,2020-11-10,https://patents.google.com/patent/US10834051B2/en,https://patentimages.storage.googleapis.com/1f/cb/96/304e741605383e/US10834051-20201110-D00000.png
US-10452558-B2,Address range mapping for storage devices ,"Western Digital Technologies, Inc.","Igor Genshaft, Marina Frid",2017-06-30,2018-10-05,2019-10-22,2019-10-22,https://patents.google.com/patent/US10452558B2/en,https://patentimages.storage.googleapis.com/07/b4/9c/3c81c79be6d722/US10452558-20191022-D00000.png
US-11063227-B2,Electronic switching element ,Merck Patent Gmbh,"Peer Kirsch, Andreas Ruhl, Marc Tornow, Achyut Bora",2016-07-07,2017-07-04,2021-07-13,2021-07-13,https://patents.google.com/patent/US11063227B2/en,https://patentimages.storage.googleapis.com/8c/23/b2/d027280e176056/US11063227-20210713-D00000.png
US-9792060-B2,Optimized write performance at block-based storage during volume snapshot operations ,"Amazon Technologies, Inc.","Danny Wei, Nandakumar Gopalakrishnan, Jiahua HE, II John Luther Guthrie, James Michael Thompson, Jianhua Fan, Fnu Amit Anand Amleshwaram, Kerry Quintin Lee",2014-03-11,2016-07-21,2017-10-17,2017-10-17,https://patents.google.com/patent/US9792060B2/en,https://patentimages.storage.googleapis.com/7b/f7/2e/7d0dbccb87319e/US09792060-20171017-D00000.png
US-10749985-B2,Custom communication channels for application deployment ,"Amazon Technologies, Inc.",Dhanvi Harsha Kapila,2015-05-19,2015-05-19,2020-08-18,2020-08-18,https://patents.google.com/patent/US10749985B2/en,https://patentimages.storage.googleapis.com/0c/30/6f/bad2c44ffb2f0c/US10749985-20200818-D00000.png
US-10811112-B2,Wear leveling with wear-based attack detection for non-volatile memory ,"Western Digital Technologies, Inc.","Daniel Helmick, Amir Gholamipour, James Fitzpatrick",2018-09-29,2018-09-29,2020-10-20,2020-10-20,https://patents.google.com/patent/US10811112B2/en,https://patentimages.storage.googleapis.com/fb/2d/96/a2514cec70d835/US10811112-20201020-D00000.png
US-9769665-B2,Sponsored connectivity to cellular networks using existing credentials ,Qualcomm Incorporated,"Soo Bum Lee, Anand Palanigounder, Gavin Bernard Horn",2015-03-06,2017-04-25,2017-09-19,2017-09-19,https://patents.google.com/patent/US9769665B2/en,https://patentimages.storage.googleapis.com/0c/c1/05/931fb774014173/US09769665-20170919-D00000.png
US-10497438-B2,Cross-point memory array addressing ,Sandisk Technologies Llc,"Won Ho Choi, Ward Parkinson, Zvonimir Bandic, James O'Toole, Martin LUEKER-BODEN",2017-04-14,2017-06-28,2019-12-03,2019-12-03,https://patents.google.com/patent/US10497438B2/en,https://patentimages.storage.googleapis.com/fb/1e/ba/88abff5f6e0b8c/US10497438-20191203-D00000.png
US-10055262-B1,Distributed load balancing with imperfect workload information ,"Amazon Technologies, Inc.",Christopher Carson Thomas,2015-12-11,2015-12-11,2018-08-21,2018-08-21,https://patents.google.com/patent/US10055262B1/en,https://patentimages.storage.googleapis.com/13/87/07/e963d5439a55cb/US10055262-20180821-D00000.png
US-10474658-B2,User-defined loading of data onto a database ,Micro Focus Llc,"Adam Seering, Rajat Venkatesh, Charles Edward Bear, Shilpa Lawande, Andrew Allinson LAMB",2012-06-04,2012-06-04,2019-11-12,2019-11-12,https://patents.google.com/patent/US10474658B2/en,https://patentimages.storage.googleapis.com/56/73/4d/904cf3dcd23b25/US10474658-20191112-D00000.png
US-9342256-B2,Epoch based storage management for a storage device ,"SanDisk Technologies, Inc.","James G. Peterson, Nisha Talagala, Swaminathan Sundararaman, Sriram Subramanian",2013-03-14,2013-03-14,2016-05-17,2016-05-17,https://patents.google.com/patent/US9342256B2/en,https://patentimages.storage.googleapis.com/1e/23/7a/62c79e74ce5d2c/US09342256-20160517-D00000.png
US-8738991-B2,"Apparatus, system, and method for reconfiguring an array of storage elements ","Fusion-Io, Inc.","David Flynn, Jonathan Thatcher, Joshua Aune, Jeremy Fillingim, Bill Inskeep, John Strasser, Kevin Vigor",2009-05-18,2013-05-31,2014-05-27,2014-05-27,https://patents.google.com/patent/US8738991B2/en,https://patentimages.storage.googleapis.com/7d/d2/85/e98fb664c54513/US08738991-20140527-D00000.png
US-10372373-B1,Adaptive power balancing for memory device operations ,"Western Digital Technologies, Inc.","Shay Benisty, Yoav Weinberg, Ariel Navon",2018-01-29,2018-01-29,2019-08-06,2019-08-06,https://patents.google.com/patent/US10372373B1/en,https://patentimages.storage.googleapis.com/2e/01/d4/784ee153f656db/US10372373-20190806-D00000.png
US-10656993-B2,"Apparatus, system, and method to increase data integrity in a redundant storage system ",Unification Technologies Llc,"Jonathan Thatcher, David Flynn, Joshua Aune, Jeremy Fillingim, Bill Inskeep, John Strasser, Kevin Vigor",2009-05-18,2017-05-16,2020-05-19,2020-05-19,https://patents.google.com/patent/US10656993B2/en,https://patentimages.storage.googleapis.com/58/79/b6/f6e6a0c6806353/US10656993-20200519-D00000.png
