search URL:,https://patents.google.com/?q=%28%22wafer+inspection+equipment%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10737381-B2,Dual arm robot ,"Brooks Automation, Inc.","Robert T. Caveney, Alexander G. Krupyshev, Martin R. Elliot, Christopher Hofmeister",2010-11-10,2017-04-17,2020-08-11,2020-08-11,https://patents.google.com/patent/US10737381B2/en,https://patentimages.storage.googleapis.com/ae/19/88/36c78c2d0408a1/US10737381-20200811-D00000.png
US-8974691-B2,Composition for polishing and composition for rinsing ,Fujimi Incorporated,"Kohsuke Tsuchiya, Shuhei Takahashi",2010-09-24,2011-09-20,2015-03-10,2015-03-10,https://patents.google.com/patent/US8974691B2/en,
US-10718719-B2,Particle monitoring device ,"Applied Materials, Inc.","Leonard TEDESCHI, Kartik Ramaswamy",2015-11-06,2018-07-31,2020-07-21,2020-07-21,https://patents.google.com/patent/US10718719B2/en,https://patentimages.storage.googleapis.com/a5/8a/64/8e39d9a62bf91b/US10718719-20200721-D00000.png
US-8623146-B2,Substrate processing method and substrate processing apparatus ,"Dainippon Screen Mfg. Co., Ltd.","Masahiko Kato, Naozumi Fujiwara, Katsuhiko Miya",2011-01-20,2012-01-19,2014-01-07,2014-01-07,https://patents.google.com/patent/US8623146B2/en,https://patentimages.storage.googleapis.com/e2/0b/45/d9043a86916ae8/US08623146-20140107-D00000.png
US-11449983-B2,Defect identification method and image analysis system ,Powerchip Semiconductor Manufacturing Corporation,Yue-Ying Yen,2020-07-01,2020-08-14,2022-09-20,2022-09-20,https://patents.google.com/patent/US11449983B2/en,https://patentimages.storage.googleapis.com/94/cf/c4/d1d8b269312b0b/US11449983-20220920-D00000.png
US-11534888-B2,Polishing pad with improved fluidity of slurry and process for preparing same ,"Skc Solmics Co., Ltd.","Sunghoon YUN, Jang Won Seo, Hye Young HEO, Jong Wook YUN, Jaein AHN, Su Young MOON",2018-06-21,2019-04-26,2022-12-27,2022-12-27,https://patents.google.com/patent/US11534888B2/en,https://patentimages.storage.googleapis.com/04/8e/3d/04d92b3c3ea466/US11534888-20221227-D00000.png
US-9846122-B2,Optical metrology system for spectral imaging of a sample ,Nanometrics Incorporated,"Andrzej Buczkowski, Mikhail Sluch",2013-11-26,2016-06-09,2017-12-19,2017-12-19,https://patents.google.com/patent/US9846122B2/en,https://patentimages.storage.googleapis.com/f6/18/e0/bcf9ad0d4e7e05/US09846122-20171219-D00000.png
US-7987014-B2,Systems and methods for selecting wafer processing order for cyclical two pattern defect detection ,Texas Instruments Incorporated,Douglas Edmund PARADIS,2008-05-15,2008-05-15,2011-07-26,2011-07-26,https://patents.google.com/patent/US7987014B2/en,https://patentimages.storage.googleapis.com/0d/97/ce/fbdba33ccd8b0c/US07987014-20110726-D00000.png
US-11000935-B2,Polishing pad that minimizes occurrence of defects and process for preparing the same ,"Skc Solmics Co., Ltd.","Sunghoon YUN, Hye Young HEO, Jong Wook YUN, Jang Won Seo, Jaein AHN",2019-03-27,2020-02-13,2021-05-11,2021-05-11,https://patents.google.com/patent/US11000935B2/en,
US-7539584-B2,Volume based extended defect sizing system ,Kla-Tencor Corporation,"Ernest Bell, Neil Judell",2003-10-24,2006-09-21,2009-05-26,2009-05-26,https://patents.google.com/patent/US7539584B2/en,https://patentimages.storage.googleapis.com/a9/23/50/b2d699a8116ef5/US07539584-20090526-D00000.png
US-8040034-B2,Electron source ,Denki Kagaku Kogyo Kabushiki Kaisha,"Ryozo Nonogaki, Yoshinori Terui",2007-07-12,2008-06-19,2011-10-18,2011-10-18,https://patents.google.com/patent/US8040034B2/en,https://patentimages.storage.googleapis.com/98/10/34/9d38e19bd373f5/US08040034-20111018-D00000.png
US-9685341-B2,Abrasive composition and method for producing semiconductor substrate ,Fujimi Incorporated,"Yoshio Mori, Kohsuke Tsuchiya, Maki Asada, Shuhei Takahashi",2012-03-14,2013-03-12,2017-06-20,2017-06-20,https://patents.google.com/patent/US9685341B2/en,
US-7918923-B2,Gas purification with carbon based materials ,Saes Getters S.P.A.,"Chuck Applegarth, Cristian Landoni, Larry Rabellino",2005-05-16,2006-05-16,2011-04-05,2011-04-05,https://patents.google.com/patent/US7918923B2/en,https://patentimages.storage.googleapis.com/e4/7b/a7/d772ffdc7fe81f/US07918923-20110405-D00000.png
US-8436524-B2,Electron source ,Denki Kagaku Kogyo Kabushiki Kaisha,"Yoshinori Terui, Ryozo Nonogaki",2007-05-16,2008-05-13,2013-05-07,2013-05-07,https://patents.google.com/patent/US8436524B2/en,https://patentimages.storage.googleapis.com/30/58/1b/5205253954b7b3/US08436524-20130507-D00000.png
US-8519608-B2,Electron source and electron beam apparatus ,Denki Kagaku Kogyo Kabushiki Kaisha,"Ryozo Nonogaki, Yoshinori Terui",2007-10-05,2008-10-03,2013-08-27,2013-08-27,https://patents.google.com/patent/US8519608B2/en,https://patentimages.storage.googleapis.com/c8/df/ca/0c2dd70525aa9d/US08519608-20130827-D00000.png
US-9206336-B2,"Polishing composition, manufacturing process therefor, process for production of silicon substrate, and silicon substrate ",Fujimi Incorporated,"Shuhei Takahashi, Kohsuke Tsuchiya, Shinichiro Takami, Yoshio Mori",2012-01-16,2013-01-16,2015-12-08,2015-12-08,https://patents.google.com/patent/US9206336B2/en,
US-8467126-B2,Stage driver for movable stages ,"Valley Precision, Inc.",Donald R. Faubion,2010-05-27,2010-05-27,2013-06-18,2013-06-18,https://patents.google.com/patent/US8467126B2/en,https://patentimages.storage.googleapis.com/fc/d0/96/47df083962f167/US08467126-20130618-D00000.png
US-7030997-B2,Characterizing aberrations in an imaging lens and applications to visual testing and integrated circuit mask analysis ,The Regents Of The University Of California,"Andrew R. Neureuther, Kostas Adam, Garth C. Robins, Frank E. Gennari",2001-09-11,2002-09-10,2006-04-18,2006-04-18,https://patents.google.com/patent/US7030997B2/en,https://patentimages.storage.googleapis.com/d8/3e/7f/42cb45a164cd23/US07030997-20060418-D00000.png
US-6261979-B1,Filter medium and air filter unit using the same ,"Daikin Industries, Ltd.","Osamu Tanaka, Toshio Kusumi, Yoshiyuki Shibuya, Takeshi Tano",1996-12-04,1997-12-01,2001-07-17,2001-07-17,https://patents.google.com/patent/US6261979B1/en,https://patentimages.storage.googleapis.com/12/c3/9b/298bf27720fa91/US6261979-drawings-page-2.png
US-6792366-B2,Method and apparatus for inspecting defects in a semiconductor wafer ,"Hitachi, Ltd.","Naoki Hosoya, Yuuji Takagi, Hisae Shibuya, Kenji Obara",2001-12-11,2001-12-11,2004-09-14,2004-09-14,https://patents.google.com/patent/US6792366B2/en,https://patentimages.storage.googleapis.com/5f/fc/d1/bf8e4e0f5a2800/US06792366-20040914-D00000.png
US-6279976-B1,Wafer handling device having conforming perimeter seal ,"Micron Technology, Inc.",Michael B. Ball,1999-05-13,1999-05-13,2001-08-28,2001-08-28,https://patents.google.com/patent/US6279976B1/en,https://patentimages.storage.googleapis.com/66/bf/c8/b7e7301a2e3e63/US6279976-drawings-page-2.png
US-6828041-B2,Rolling apparatus ,Nsk Ltd.,"Koji Ueda, Hideyuki Uyama, Tsuyoshi Saito",2000-07-18,2001-07-18,2004-12-07,2004-12-07,https://patents.google.com/patent/US6828041B2/en,https://patentimages.storage.googleapis.com/64/b4/92/18f7c13ad9289d/US06828041-20041207-D00000.png
US-6252234-B1,Reaction force isolation system for a planar motor ,Nikon Corporation,"Andrew J. Hazelton, Keiichi Tanaka, Yutaka Hayashi, Nobukazu Ito",1998-08-14,1998-08-14,2001-06-26,2001-06-26,https://patents.google.com/patent/US6252234B1/en,https://patentimages.storage.googleapis.com/48/c0/e8/6ac2f97dfc69f5/US6252234-drawings-page-2.png
US-6903499-B2,Electron gun and a method for using the same ,Denki Kagaku Kogyo Kabushiki Kaisha,"Yoshinori Terui, Shinpei Hirokawa, Katsuyoshi Tsunoda",2000-05-16,2001-11-06,2005-06-07,2005-06-07,https://patents.google.com/patent/US6903499B2/en,https://patentimages.storage.googleapis.com/5c/0b/1e/90822d3b392fc9/US06903499-20050607-D00000.png
US-11759909-B2,"Polishing pad, preparation method thereof and method for preparing semiconductor device using same ","Sk Enpulse Co., Ltd.","Jae In AHN, Kyung Hwan Kim, Sung Hoon Yun, Jang Won Seo, Kang Sik MYUNG",2020-06-19,2021-06-16,2023-09-19,2023-09-19,https://patents.google.com/patent/US11759909B2/en,https://patentimages.storage.googleapis.com/b5/c3/6d/6f73f35fb81552/US11759909-20230919-D00000.png
US-6630794-B2,"Method for determining an operational condition of a thermal field electron emitter, a method for operating the thermal field electron emitter and an electron beam utilizing system having the thermal field electron emitter ",Denki Kagaku Kygyo Kabushiki Kaisha,"Seiichi Sakawa, Yoshinori Terui",2000-11-17,2001-11-14,2003-10-07,2003-10-07,https://patents.google.com/patent/US6630794B2/en,https://patentimages.storage.googleapis.com/c6/e3/a9/c1bbcbf06d1cbd/US06630794-20031007-D00000.png
US-6133679-A,Thermal field emission cathode ,Denki Kagaku Kogyo Kabushiki Kaisha,"Yoshinori Terui, Katsuyoshi Tsunoda",1996-04-02,1998-10-13,2000-10-17,2000-10-17,https://patents.google.com/patent/US6133679A/en,https://patentimages.storage.googleapis.com/18/7c/aa/b89235e786ea7b/US6133679-drawings-page-2.png
US-6724000-B2,Reaction frame apparatus and method ,Nikon Corporation,Andrew J. Hazelton,2002-05-16,2002-05-16,2004-04-20,2004-04-20,https://patents.google.com/patent/US6724000B2/en,https://patentimages.storage.googleapis.com/8e/f0/b8/dfe5101a0a42c0/US06724000-20040420-D00000.png
