search URL:,https://patents.google.com/?q=%28%22spin%22%29+%28%22spin+torque%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9064508-B1,Pile spin-torque oscillator with AF-mode oscillation for generating high AC-field in microwave-assisted magnetic recording ,HGST Netherlands B.V.,"Masato Shiimoto, Masukaza Igarashi, Masashige Sato",2014-03-17,2014-03-17,2015-06-23,2015-06-23,https://patents.google.com/patent/US9064508B1/en,https://patentimages.storage.googleapis.com/9f/7e/4b/94cad2fd7b5fa4/US09064508-20150623-D00000.png
US-9824701-B2,"Microwave assisted magnetic recording head with spin torque oscillator corner angle relationship, head gimbal assembly, and magnetic recording device ",Tdk Corporation,"Zhenyao TANG, Tetsuya Roppongi, Yoshikazu Soeno, Hironobu MATSUZAWA, Hirokazu Takahashi",2016-04-26,2016-04-26,2017-11-21,2017-11-21,https://patents.google.com/patent/US9824701B2/en,https://patentimages.storage.googleapis.com/73/92/30/897dd3c8d2cf63/US09824701-20171121-D00000.png
US-10109302-B1,"Magnetic recording head with spin torque oscillator, head gimbal assembly and magnetic recording apparatus ",Tdk Corporation,"Tetsuhito SHINOHARA, Tetsuya Roppongi, Naomichi Degawa",2017-07-18,2017-07-18,2018-10-23,2018-10-23,https://patents.google.com/patent/US10109302B1/en,https://patentimages.storage.googleapis.com/e9/9d/b2/5c2b762bcccff1/US10109302-20181023-D00000.png
US-10121497-B1,"Magnetic recording head with spin torque oscillator layers satisfying width, thickness and angle relationship formulas ",Tdk Coporation,"Hirokazu Takahashi, Zhengyao Tang, Tetsuya Roppongi, Shinji Hara",2017-10-12,2017-10-12,2018-11-06,2018-11-06,https://patents.google.com/patent/US10121497B1/en,https://patentimages.storage.googleapis.com/dc/1d/90/5a65fb2278b0e5/US10121497-20181106-D00000.png
US-9368135-B2,Data storage device with phase lock spin-torque oscillation stabilization ,Seagate Technology Llc,Kaizhong Gao,2014-07-25,2015-07-27,2016-06-14,2016-06-14,https://patents.google.com/patent/US9368135B2/en,https://patentimages.storage.googleapis.com/10/6c/b5/dc6e1183410ab5/US09368135-20160614-D00000.png
US-9577653-B2,Quasi-linear spin torque nano-oscillators ,Cornell University,"Robert A. Buhrman, Oukjae Lee, Daniel C. Ralph",2013-01-14,2014-01-14,2017-02-21,2017-02-21,https://patents.google.com/patent/US9577653B2/en,https://patentimages.storage.googleapis.com/b4/2f/f9/6dde1fbbe7f2e5/US09577653-20170221-D00000.png
US-9881637-B1,Methods and devices for spin torque oscillator control and monitoring ,Avago Technologies General Ip (Singapore) Pte. Ltd.,"Ross Wilson, Andrew Krebs, Jaydip Bhaumik, Greg Starr, Scott O'Brien",2017-02-17,2017-02-17,2018-01-30,2018-01-30,https://patents.google.com/patent/US9881637B1/en,https://patentimages.storage.googleapis.com/73/ba/1e/57439eaa04da37/US09881637-20180130-D00000.png
US-10403309-B2,Dual spin-orbit torque oscillator in magnetic recording ,"Western Digital Technologies, Inc.","Zhanjie Li, Suping Song, Michael Kuok San Ho",2017-06-23,2019-01-09,2019-09-03,2019-09-03,https://patents.google.com/patent/US10403309B2/en,https://patentimages.storage.googleapis.com/92/ff/28/c6cc7801a1b092/US10403309-20190903-D00000.png
US-7616412-B2,Perpendicular spin-torque-driven magnetic oscillator ,Carnegie Melon University,"Xiaochun Zhu, Jian-Gang Zhu",2006-07-21,2006-07-21,2009-11-10,2009-11-10,https://patents.google.com/patent/US7616412B2/en,https://patentimages.storage.googleapis.com/86/da/c3/28912d75e70c81/US07616412-20091110-D00000.png
US-8194361-B2,"Spin-torque oscillator, magnetic head including the spin-torque oscillator, and magnetic recording and reproducing apparatus ",Kabushiki Kaisha Toshiba,"Kiwamu Kudo, Tazumi Nagasawa, Koichi Mizushima, Rie Sato",2008-02-13,2008-09-29,2012-06-05,2012-06-05,https://patents.google.com/patent/US8194361B2/en,https://patentimages.storage.googleapis.com/02/48/fb/3182129438f639/US08194361-20120605-D00000.png
US-7852662-B2,"Spin-torque MRAM: spin-RAM, array ","Magic Technologies, Inc.","Hsu Kai Yang, Po-Kang Wang",2007-04-24,2007-04-24,2010-12-14,2010-12-14,https://patents.google.com/patent/US7852662B2/en,https://patentimages.storage.googleapis.com/af/3e/43/17cbafa0d5fa67/US07852662-20101214-D00000.png
US-7678475-B2,Spin-torque devices ,"Slavin Andrei N, Krivorotov Ilya N","Andrei N. Slavin, Ilya N. Krivorotov",2006-05-05,2006-05-05,2010-03-16,2010-03-16,https://patents.google.com/patent/US7678475B2/en,https://patentimages.storage.googleapis.com/54/66/02/c3b3b12ddbbdcb/US07678475-20100316-D00000.png
US-8164861-B2,Spin torque oscillator sensor employing antiparallel coupled oscilation layers ,Hitachi Global Storage Technologies Netherlands B.V.,"Patrick M. Braganca, Bruce A. Gurney",2009-12-11,2009-12-11,2012-04-24,2012-04-24,https://patents.google.com/patent/US8164861B2/en,https://patentimages.storage.googleapis.com/f5/09/19/308bc88319f863/US08164861-20120424-D00000.png
US-8325442-B2,"Spin torque oscillator, magnetic recording head, magnetic head assembly and magnetic recording apparatus ",Kabushiki Kaisha Toshiba,"Katsuhiko Koui, Mariko Shimizu, Kenichiro Yamada",2008-11-06,2009-11-05,2012-12-04,2012-12-04,https://patents.google.com/patent/US8325442B2/en,https://patentimages.storage.googleapis.com/f8/2c/62/d305a2141e8d59/US08325442-20121204-D00000.png
US-8467148-B2,"Spin torque oscillator, magnetic recording head, magnetic head assembly and magnetic recording apparatus ",Kabushiki Kaisha Toshiba,"Hitoshi Iwasaki, Soichi Oikawa, Katsuhiko Koui, Kenichiro Yamada",2008-10-06,2009-10-06,2013-06-18,2013-06-18,https://patents.google.com/patent/US8467148B2/en,https://patentimages.storage.googleapis.com/d9/e5/6d/d788363e04f640/US08467148-20130618-D00000.png
US-8248841-B2,Boosted gate voltage programming for spin-torque MRAM array ,"Magic Technologies, Inc.",Hsu Kai Yang,2008-11-20,2010-08-05,2012-08-21,2012-08-21,https://patents.google.com/patent/US8248841B2/en,https://patentimages.storage.googleapis.com/f3/3f/50/3aa8669e635749/US08248841-20120821-D00000.png
US-8345380-B2,Spin torque oscillator and magnetic recording head and magnetic recording device mounted with the spin torque oscillator ,"Hitachi, Ltd.","Yo Sato, Keiichi Nagasaka, Masato Shiimoto, Masato Matsubara",2010-09-16,2011-08-12,2013-01-01,2013-01-01,https://patents.google.com/patent/US8345380B2/en,https://patentimages.storage.googleapis.com/51/88/dd/7fb0bd54bf76b9/US08345380-20130101-D00000.png
US-8970996-B2,Spin-torque oscillator for microwave assisted magnetic recording ,HSGT Netherlands B.V.,"Keiichi Nagasaka, Masato Shiimoto, Masato Matsubara, Yuta Udou",2012-09-27,2012-09-27,2015-03-03,2015-03-03,https://patents.google.com/patent/US8970996B2/en,https://patentimages.storage.googleapis.com/50/65/dd/b4010e8b3691e3/US08970996-20150303-D00000.png
US-8432644-B2,Spin torque oscillator sensor enhanced by magnetic anisotropy ,HGST Netherlands B.V.,"Patrick M. Braganca, Bruce A. Gurney",2009-06-25,2010-09-16,2013-04-30,2013-04-30,https://patents.google.com/patent/US8432644B2/en,https://patentimages.storage.googleapis.com/df/db/77/553f5aac1b23a2/US08432644-20130430-D00000.png
US-8927301-B2,Spin-torque based memory device with read and write current paths modulated with a non-linear shunt resistor ,International Business Machines Corporation,"Michael C. Gaidis, Janusz J. Nowak, Jonathan Z. Sun",2010-02-08,2012-07-18,2015-01-06,2015-01-06,https://patents.google.com/patent/US8927301B2/en,https://patentimages.storage.googleapis.com/52/bd/0f/e6b6f1c502d09e/US08927301-20150106-D00000.png
US-8896973-B2,"Magnetic head with a spin torque oscillator, magnetic sensor, and magnetic recording/reproducing apparatus ",Kabushiki Kaisha Toshiba,"Tazumi Nagasawa, Hirofumi Suto, Kiwamu Kudo, Rie Sato, Koichi Mizushima, Tao Yang",2011-10-28,2012-10-19,2014-11-25,2014-11-25,https://patents.google.com/patent/US8896973B2/en,https://patentimages.storage.googleapis.com/5e/58/8c/185d5d03b88683/US08896973-20141125-D00000.png
US-11309487-B2,Spin transfer torque MRAM with a spin torque oscillator stack and methods of making the same ,Sandisk Technologies Llc,"Quang Le, Zhanjie Li, Zhigang Bai, Paul Vanderheijden, Michael Ho",2018-12-06,2020-05-21,2022-04-19,2022-04-19,https://patents.google.com/patent/US11309487B2/en,https://patentimages.storage.googleapis.com/03/b5/12/27ba560e09c86f/US11309487-20220419-D00000.png
US-8233230-B2,Method and apparatus for controlling head with spin-torque oscillator in a disk drive ,Kabushiki Kaisha Toshiba,"Koji Yano, Kazuhito Shimomura, Akihiko Takeo, Masayuki Takagishi, Kenichiro Yamada",2009-03-13,2010-01-25,2012-07-31,2012-07-31,https://patents.google.com/patent/US8233230B2/en,https://patentimages.storage.googleapis.com/59/6b/78/0149b4e5b95cdb/US08233230-20120731-D00000.png
US-7800938-B2,Oscillating current assisted spin torque magnetic memory ,"Seagate Technology, Llc","Kirill Rivkin, Yiran Chen, Xiaobin Wang, Haiwen Xi",2008-08-07,2008-10-15,2010-09-21,2010-09-21,https://patents.google.com/patent/US7800938B2/en,https://patentimages.storage.googleapis.com/59/9d/00/c0e5dfe3aaa5e1/US07800938-20100921-D00000.png
US-8514615-B2,Structures and methods for a field-reset spin-torque MRAM ,"Everspin Technologies, Inc.",Jon Slaughter,2010-09-30,2010-09-30,2013-08-20,2013-08-20,https://patents.google.com/patent/US8514615B2/en,https://patentimages.storage.googleapis.com/7f/84/b0/80eae34df0362b/US08514615-20130820-D00000.png
US-8228715-B2,Structures and methods for a field-reset spin-torque MRAM ,"Everspin Technologies, Inc.","Thomas Andre, Saied Tehrani, Jon Slaughter, Nicholas Rizzo",2010-05-28,2010-05-28,2012-07-24,2012-07-24,https://patents.google.com/patent/US8228715B2/en,https://patentimages.storage.googleapis.com/f6/ab/9a/b5ffd4c5b99259/US08228715-20120724-D00000.png
US-8174798-B2,"Spin-torque oscillator, a magnetic sensor and a magnetic recording system ",Kabushiki Kaisha Toshiba,"Tazumi Nagasawa, Kiwamu Kudo, Koichi Mizushima, Rie Sato",2008-09-30,2009-09-08,2012-05-08,2012-05-08,https://patents.google.com/patent/US8174798B2/en,https://patentimages.storage.googleapis.com/d5/1d/32/33e93d2dd4661c/US08174798-20120508-D00000.png
US-9196271-B1,Spin-torque oscillation element and microwave-assisted magnetic recording head using the same ,Kabushiki Kaisha Toshiba,"Satoshi Shirotori, Katsuhiko Koui, Mariko Shimizu, Shuichi Murakami, Norihito Fujita",2014-10-21,2015-02-04,2015-11-24,2015-11-24,https://patents.google.com/patent/US9196271B1/en,https://patentimages.storage.googleapis.com/88/da/27/19d1d00bc3f352/US09196271-20151124-D00000.png
US-9019660-B2,Magnetic recording head with spin torque oscillator having inverted current supply circuit ,Kabushiki Kaisha Toshiba,Tomomi Funayama,2012-10-26,2013-03-14,2015-04-28,2015-04-28,https://patents.google.com/patent/US9019660B2/en,https://patentimages.storage.googleapis.com/76/97/88/f5b76815725a97/US09019660-20150428-D00000.png
US-9047894-B2,Magnetic write head having spin torque oscillator that is self aligned with write pole ,HGST Netherlands B.V.,"Andrew Chiu, Edward H. P. Lee",2013-10-03,2013-10-03,2015-06-02,2015-06-02,https://patents.google.com/patent/US9047894B2/en,https://patentimages.storage.googleapis.com/37/46/d1/45f23dbd58a74e/US09047894-20150602-D00000.png
US-8027118-B2,Method and apparatus for controlling head with spin-torque oscillator in a disk drive ,Kabushiki Kaisha Toshiba,"Toru EZAWA, Shuichi Kojima, Masahide Kanegae, Kenichiro Yamada, Katsuhiko Koui, Masayuki Takagishi",2009-11-27,2010-07-26,2011-09-27,2011-09-27,https://patents.google.com/patent/US8027118B2/en,https://patentimages.storage.googleapis.com/51/3d/b9/69f1e03c766f8e/US08027118-20110927-D00000.png
US-8120875-B2,Magnetic recording apparatus utilizing a spin torque oscillator which interacts with an antenna layer in the magnetic recording medium ,Kabushiki Kaisha Toshiba,"Masayuki Takagishi, Kenichiro Yamada, Hitoshi Iwasaki, Tomomi Funayama, Masahiro Takashita, Mariko Shimizu",2008-07-31,2009-07-30,2012-02-21,2012-02-21,https://patents.google.com/patent/US8120875B2/en,https://patentimages.storage.googleapis.com/ec/85/3f/e9ef96d28cf6c1/US08120875-20120221-D00000.png
US-8686520-B2,Spin-torque magnetoresistive structures ,International Business Machines Corporation,Daniel Worledge,2009-05-29,2009-05-29,2014-04-01,2014-04-01,https://patents.google.com/patent/US8686520B2/en,https://patentimages.storage.googleapis.com/59/a5/11/e1a3c054164224/US08686520-20140401-D00000.png
US-7525862-B1,Methods involving resetting spin-torque magnetic random access memory with domain wall ,International Business Machines Corporation,"Jonathan Z. Sun, Rudolf M. Tromp",2008-05-09,2008-05-09,2009-04-28,2009-04-28,https://patents.google.com/patent/US7525862B1/en,https://patentimages.storage.googleapis.com/c3/a2/e7/33b054a314c68e/US07525862-20090428-D00000.png
US-8467149-B2,Spin torque oscillator and magnetic recording apparatus ,Kabushiki Kaisha Toshiba,"Akihiko Takeo, Norihito Fujita, Mariko KITAZAKI, Katsuhiko Koui, Hitoshi Iwasaki",2010-11-26,2011-08-25,2013-06-18,2013-06-18,https://patents.google.com/patent/US8467149B2/en,https://patentimages.storage.googleapis.com/45/42/e6/a5317676d87014/US08467149-20130618-D00000.png
US-9355654-B1,Spin torque oscillator for microwave assisted magnetic recording with increased damping ,"Western Digital Technologies, Inc.",Michael L. Mallary,2012-12-21,2012-12-21,2016-05-31,2016-05-31,https://patents.google.com/patent/US9355654B1/en,https://patentimages.storage.googleapis.com/bd/ce/59/4e83e2d6e44f67/US09355654-20160531-D00000.png
US-8755153-B2,"Reproducing head with spin-torque oscillator, and magnetic recording and reproducing apparatus ",Kabushiki Kaisha Toshiba,"Kiwamu Kudo, Tazumi Nagasawa, Koichi Mizushima, Rie Sato, Tao Yang, Hirofumi Suto",2011-09-12,2012-06-28,2014-06-17,2014-06-17,https://patents.google.com/patent/US8755153B2/en,https://patentimages.storage.googleapis.com/46/71/89/9291301a7a2e5e/US08755153-20140617-D00000.png
US-9704552-B2,Multi-level magnetic recording apparatus utilizing cooperative magnetization dynamics induced by spin-torque oscillator ,Kabushiki Kaisha Toshiba,"Kiwamu Kudo, Tazumi Nagasawa, Hirofumi Suto, Koichi Mizushima, Rie Sato",2014-12-22,2015-10-29,2017-07-11,2017-07-11,https://patents.google.com/patent/US9704552B2/en,https://patentimages.storage.googleapis.com/76/e6/06/0e60e6941d2275/US09704552-20170711-D00000.png
US-9202484-B1,Magnetic head provided spin torque oscillator with low drive voltage for microwave assisted magnetic recording ,HGST Netherlands B.V.,"Katsuro Watanabe, Kenji Sugiura, Yuta Udo",2015-01-09,2015-01-09,2015-12-01,2015-12-01,https://patents.google.com/patent/US9202484B1/en,https://patentimages.storage.googleapis.com/27/0b/a2/52316e4398d3b1/US09202484-20151201-D00000.png
US-8526224-B2,Compound cell spin-torque magnetic random access memory ,Seagate Technology Llc,"Thomas William Clinton, Werner Scholz",2007-12-05,2012-10-29,2013-09-03,2013-09-03,https://patents.google.com/patent/US8526224B2/en,https://patentimages.storage.googleapis.com/86/22/b4/716f47ab42b2f2/US08526224-20130903-D00000.png
US-9030777-B2,"Microwave assisted magnetic recording head having spin torque oscillator, and magnetic recording apparatus ","Hitachi, Ltd.",Yo Sato,2012-04-17,2013-03-13,2015-05-12,2015-05-12,https://patents.google.com/patent/US9030777B2/en,https://patentimages.storage.googleapis.com/14/1b/7c/ff781ba2e9a55f/US09030777-20150512-D00000.png
US-9966901-B2,Spin-torque oscillator based on easy-cone anisotropy ,"Samsung Electronics Co., Ltd.","Dmytro Apalkov, Roman Chepulskyy, Vladimir Nikitin",2015-11-19,2016-03-10,2018-05-08,2018-05-08,https://patents.google.com/patent/US9966901B2/en,https://patentimages.storage.googleapis.com/7e/1f/85/04df8e0e4391b8/US09966901-20180508-D00000.png
US-9001444-B1,Implementing spin torque oscillator power-on oscillation checker for microwave-assisted magnetic recording hard disk drives ,HGST Netherlands B.V.,"John Contreras, Samir Y. Garzon, Rehan Ahmed Zakai",2014-06-26,2014-06-26,2015-04-07,2015-04-07,https://patents.google.com/patent/US9001444B1/en,https://patentimages.storage.googleapis.com/94/1d/5e/a356d66be96602/US09001444-20150407-D00000.png
US-9183911-B2,Hybrid read scheme for spin torque MRAM ,"Everspin Technologies, Inc.","Syed M. Alam, Thomas Andre, Chitra Subramanian",2011-11-17,2012-10-02,2015-11-10,2015-11-10,https://patents.google.com/patent/US9183911B2/en,https://patentimages.storage.googleapis.com/e5/c3/d4/1feeeafd0713bc/US09183911-20151110-D00000.png
US-10997990-B2,Spin torque layer in side gap for improved field and cross track field gradient ,"Western Digital Technologies, Inc.","Alexander GONCHAROV, Muhammad Asif Bashir, James Terrence Olson, Petrus Antonius VanDerHeijden",2017-10-09,2020-06-24,2021-05-04,2021-05-04,https://patents.google.com/patent/US10997990B2/en,https://patentimages.storage.googleapis.com/39/0b/a1/f312c34ed6c063/US10997990-20210504-D00000.png
US-8199565-B2,Magnetic random access memory with dual spin torque reference layers ,Seagate Technology Llc,"Thomas W. Clinton, Michael A. Seigler",2008-12-03,2011-08-16,2012-06-12,2012-06-12,https://patents.google.com/patent/US8199565B2/en,https://patentimages.storage.googleapis.com/f2/79/e8/895d7ebd83cf4c/US08199565-20120612-D00000.png
US-8570684-B1,Implementing integrated spin-torque oscillator and interface bias control for hard disk drives ,HGST Netherlands B.V.,"John Thomas Contreras, Ikuya Tagawa, Albert John Wallash",2012-10-05,2012-10-05,2013-10-29,2013-10-29,https://patents.google.com/patent/US8570684B1/en,https://patentimages.storage.googleapis.com/d1/84/73/a3c977f1d34ce6/US08570684-20131029-D00000.png
US-9406316-B2,Asymmetric MAMR head with self-aligned spin torque oscillator along flare edge for shingled magnetic recording ,HGST Netherlands B.V.,"Yosuke URAKAMI, Masato Shiimoto, Kazue Kudo, Hiromi Shiina",2014-05-15,2014-05-15,2016-08-02,2016-08-02,https://patents.google.com/patent/US9406316B2/en,https://patentimages.storage.googleapis.com/45/ba/93/ead75b1d74f221/US09406316-20160802-D00000.png
US-9305574-B1,Negative-polarization spin-torque-oscillator ,HGST Netherlands B.V.,"Keiichi Nagasaka, Yo Sato, Masato Shiimoto, Masashige Sato, Masukazu Igarashi, Susumu Okamura",2014-09-23,2014-09-23,2016-04-05,2016-04-05,https://patents.google.com/patent/US9305574B1/en,https://patentimages.storage.googleapis.com/4d/56/8d/50452e78a9f274/US09305574-20160405-D00000.png
US-9030780-B2,Method and apparatus for reading a non-volatile memory using a spin torque oscillator ,The United States Of America As Represented By The Secretary Of The Army,Alan S. Edelstein,2012-08-08,2012-12-18,2015-05-12,2015-05-12,https://patents.google.com/patent/US9030780B2/en,https://patentimages.storage.googleapis.com/83/ee/7d/c0bfbac4d23567/US09030780-20150512-D00000.png
US-8917465-B1,Implementing spin torque oscillator power-on oscillation checker using ramped STO bias differentiator in microwave-assisted magnetic recording (MAMR) hard disk drives ,HGST Netherlands B.V.,"John Contreras, Samir Y. Garzon, Ikuya Tagawa, Rehan Ahmed Zakai",2014-06-26,2014-06-26,2014-12-23,2014-12-23,https://patents.google.com/patent/US8917465B1/en,https://patentimages.storage.googleapis.com/1d/d9/53/4bbb33e5ea03a0/US08917465-20141223-D00000.png
US-9728238-B2,Spin transfer torque memory (STTM) device with half-metal and method to write and read the device ,Intel Corporation,"Charles C. Kuo, Roksana Golizadeh Mojarad, Brian S. Doyle, David L. Kencke, Kaan Oguz, Robert S. Chau",2011-12-19,2011-12-19,2017-08-08,2017-08-08,https://patents.google.com/patent/US9728238B2/en,https://patentimages.storage.googleapis.com/d0/c0/19/d679ff2d0d813c/US09728238-20170808-D00000.png
US-7940485-B2,Magnetic recording and reproducing apparatus having a magnetic read head with a spin-torque oscillator ,Kabushiki Kaisha Toshiba,"Kiwamu Kudo, Koichi Mizushima, Tazumi Nagasawa, Rie Sato",2008-08-29,2009-08-27,2011-05-10,2011-05-10,https://patents.google.com/patent/US7940485B2/en,https://patentimages.storage.googleapis.com/4d/26/1c/2892822625df82/US07940485-20110510-D00000.png
US-8908330-B1,Spin torque oscillator for microwave assisted magnetic recording with optimal geometries ,"Western Digital Technologies, Inc.",Michael L. Mallary,2012-12-21,2012-12-21,2014-12-09,2014-12-09,https://patents.google.com/patent/US8908330B1/en,https://patentimages.storage.googleapis.com/56/5b/b3/f9e4fa55dd9fe2/US08908330-20141209-D00000.png
US-9099128-B1,Implementing noise based detection of spin torque oscillator power-on in microwave-assisted magnetic recording (MAMR) hard disk drives ,HGST Netherlands BV,"John Contreras, Samir Y. Garzon, Rehan Ahmed Zakai",2014-10-28,2014-10-28,2015-08-04,2015-08-04,https://patents.google.com/patent/US9099128B1/en,https://patentimages.storage.googleapis.com/99/53/99/e3a4426de5e4f8/US09099128-20150804-D00000.png
US-10566015-B2,Spin transfer torque (STT) device with template layer for heusler alloy magnetic layers ,"Western Digital Technologies, Inc.","James Mac Freitag, Zheng Gao, Masahiko Hashimoto, Sangmun Oh, Hua Al Zeng",2016-12-12,2018-05-10,2020-02-18,2020-02-18,https://patents.google.com/patent/US10566015B2/en,https://patentimages.storage.googleapis.com/ba/7b/17/817d7c18342df7/US10566015-20200218-D00000.png
US-11646052-B2,Spin-torque oscillator with multilayer seed layer between the write pole and the free layer in a magnetic recording write head ,"Western Digital Technologies, Inc.","James Mac Freitag, Zheng Gao, Masahiko Hashimoto, Sangmun Oh",2019-03-22,2021-04-12,2023-05-09,2023-05-09,https://patents.google.com/patent/US11646052B2/en,https://patentimages.storage.googleapis.com/e9/a1/31/eedeed39f982f3/US11646052-20230509-D00000.png
US-8879206-B2,Magnetic recording head with spin torque oscillator ,Kabushiki Kaisha Toshiba,"Mariko Shimizu, Katsuhiko Koui, Shuichi Murakami, Masahiro Takashita",2012-05-25,2012-12-17,2014-11-04,2014-11-04,https://patents.google.com/patent/US8879206B2/en,https://patentimages.storage.googleapis.com/83/6e/f9/60754da455b558/US08879206-20141104-D00000.png
